Date,BDI_Index,Bunker_Fuel_USD,Coal_Price_USD,Port_Wait_Days,Freight_Rate_USD
2025-05-26,2076.0,524.18,134.06,3,35.87
2025-05-27,2012.8,531.13,133.86,2,34.61
2025-05-28,2088.3,524.06,132.99,2,35.44
2025-05-29,2022.8,520.61,136.83,5,35.85
2025-05-30,2023.5,519.83,132.82,5,36.13
2025-05-31,2045.4,512.89,129.53,4,35.59
2025-06-01,2056.6,524.53,131.53,2,34.84
2025-06-02,2067.2,519.12,133.08,3,35.97
2025-06-03,2017.2,518.01,136.06,4,35.6
2025-06-04,2062.3,534.27,134.03,3,35.69
2025-06-05,2022.4,519.18,129.51,5,36.13
2025-06-06,2020.9,513.31,139.37,4,34.8
2025-06-07,2051.5,514.31,132.56,2,35.76
2025-06-08,2076.8,521.55,135.46,5,36.45
2025-06-09,2027.3,515.74,131.04,6,35.57
2025-06-10,2065.0,507.35,132.97,2,35.41
2025-06-11,2025.6,518.49,133.76,3,34.88
2025-06-12,2071.9,509.91,134.78,3,35.84
2025-06-13,2065.4,521.96,134.19,3,35.6
2025-06-14,2012.5,517.34,133.53,2,34.03
2025-06-15,2072.8,509.05,129.87,3,35.52
2025-06-16,2022.4,517.03,129.0,6,36.41
2025-06-17,2058.8,510.3,131.63,3,35.79
2025-06-18,2040.7,513.55,133.35,2,35.04
2025-06-19,2035.5,511.04,129.8,4,35.05
2025-06-20,2045.3,503.71,133.59,3,35.52
2025-06-21,2046.6,504.05,134.69,5,35.77
2025-06-22,2014.1,511.74,127.52,3,35.68
2025-06-23,2025.1,504.24,127.71,2,34.42
2025-06-24,2025.7,503.21,129.75,2,34.47
2025-06-25,2017.1,499.77,131.05,4,34.9
2025-06-26,2010.9,505.98,128.52,3,34.68
2025-06-27,2043.8,513.49,134.12,4,35.35
2025-06-28,2057.5,497.16,131.31,2,35.19
2025-06-29,2005.8,501.93,130.14,3,34.24
2025-06-30,2043.8,508.18,125.7,3,35.5
2025-07-01,1986.7,500.03,126.05,5,35.73
2025-07-02,1992.7,502.0,130.84,5,36.02
2025-07-03,2069.7,493.74,123.61,2,34.78
2025-07-04,2030.4,500.51,133.05,3,34.54
2025-07-05,2018.4,496.74,129.56,2,34.33
2025-07-06,2047.3,501.92,139.79,3,35.35
2025-07-07,2062.6,502.24,137.01,3,35.27
2025-07-08,2032.2,508.57,129.58,5,36.03
2025-07-09,2026.8,497.84,129.84,5,36.23
2025-07-10,1983.8,495.89,133.19,3,34.74
2025-07-11,2037.2,494.55,135.37,3,34.99
2025-07-12,1981.6,491.13,125.4,5,34.48
2025-07-13,2007.7,493.92,125.02,5,35.16
2025-07-14,1949.4,490.07,128.59,2,33.58
2025-07-15,2017.9,491.72,132.28,3,33.93
2025-07-16,1953.3,496.8,132.1,3,33.84
2025-07-17,1987.7,484.51,133.9,2,33.86
2025-07-18,1953.6,494.58,127.19,2,33.81
2025-07-19,2005.9,494.81,123.94,2,34.47
2025-07-20,1999.3,486.98,133.56,4,34.82
2025-07-21,1952.4,476.3,128.62,3,34.06
2025-07-22,2011.0,483.23,125.16,2,33.97
2025-07-23,1979.3,492.11,131.77,2,34.03
2025-07-24,1919.2,484.87,133.84,5,34.81
2025-07-25,1994.3,479.35,131.23,5,35.73
2025-07-26,1938.3,481.19,130.36,3,33.72
2025-07-27,1972.1,487.29,131.4,3,34.34
2025-07-28,1976.7,485.2,130.91,6,35.84
2025-07-29,1941.7,480.66,128.13,2,32.97
2025-07-30,1967.2,479.41,130.19,2,34.53
2025-07-31,1951.0,478.68,134.06,3,34.46
2025-08-01,1984.5,475.43,133.63,2,33.12
2025-08-02,1967.3,487.52,133.35,3,34.4
2025-08-03,1976.7,477.25,130.04,5,34.75
2025-08-04,2020.9,484.36,132.66,4,34.87
2025-08-05,2001.3,485.31,126.86,3,34.63
2025-08-06,1989.4,482.12,134.13,5,35.57
2025-08-07,1963.1,474.41,138.08,2,33.43
2025-08-08,1980.2,478.04,129.57,2,33.63
2025-08-09,1960.5,475.35,132.44,3,34.16
2025-08-10,1981.5,470.41,135.4,4,34.74
2025-08-11,1947.9,476.02,138.39,2,33.12
2025-08-12,1989.2,467.98,133.51,3,34.82
2025-08-13,1985.8,479.29,133.01,4,34.42
2025-08-14,2019.8,470.52,129.41,4,35.2
2025-08-15,2014.4,473.35,135.86,4,35.0
2025-08-16,2007.9,473.27,141.92,3,34.6
2025-08-17,1975.7,470.07,136.87,2,33.41
2025-08-18,1964.9,473.83,136.22,3,33.34
2025-08-19,2000.6,468.05,137.5,2,33.82
2025-08-20,1979.3,474.32,136.76,5,34.94
2025-08-21,1992.6,462.79,134.61,3,33.7
2025-08-22,1994.2,469.71,139.79,3,34.57
2025-08-23,2004.2,478.34,138.26,4,34.79
2025-08-24,1985.5,463.22,137.91,3,33.71
2025-08-25,1944.0,464.42,135.2,3,33.95
2025-08-26,1964.0,469.97,142.32,5,35.01
2025-08-27,1956.8,467.91,140.68,5,34.39
2025-08-28,2003.4,468.38,137.32,4,35.15
2025-08-29,1963.9,468.7,142.27,2,34.44
2025-08-30,1959.2,469.06,138.06,3,33.47
2025-08-31,1995.1,471.08,137.51,4,34.55
2025-09-01,1970.3,467.24,137.87,2,33.71
2025-09-02,1956.3,463.65,135.14,2,34.32
2025-09-03,1974.5,467.89,142.17,5,34.52
2025-09-04,1923.6,473.72,135.57,2,32.92
2025-09-05,1946.1,463.25,137.68,4,33.74
2025-09-06,1988.6,458.75,135.45,3,34.48
2025-09-07,1973.3,468.88,141.74,3,33.74
2025-09-08,1929.9,462.47,141.86,2,32.84
2025-09-09,1936.0,451.95,141.65,5,34.36
2025-09-10,1988.8,466.8,139.82,3,34.24
2025-09-11,1977.5,459.65,139.76,3,34.34
2025-09-12,1975.1,461.65,144.99,4,34.36
2025-09-13,1962.6,463.55,142.27,4,34.35
2025-09-14,1949.3,462.64,145.2,6,34.89
2025-09-15,1990.6,465.04,141.93,3,33.58
2025-09-16,2000.6,459.14,145.46,3,34.01
2025-09-17,2026.1,463.71,149.16,6,35.59
2025-09-18,1956.5,459.69,147.34,4,33.97
2025-09-19,2020.3,464.53,144.68,3,33.7
2025-09-20,1988.3,463.78,147.03,2,33.21
2025-09-21,1976.3,455.91,145.88,5,34.63
2025-09-22,2015.1,465.9,146.96,3,34.68
2025-09-23,1965.6,457.69,146.3,4,34.86
2025-09-24,1936.6,464.32,147.13,3,33.58
2025-09-25,2007.9,462.04,148.6,2,33.51
2025-09-26,2003.4,469.34,145.32,4,34.52
2025-09-27,1970.7,458.97,145.6,2,33.03
2025-09-28,1992.7,458.3,144.82,3,34.33
2025-09-29,1999.6,459.93,144.53,3,34.95
2025-09-30,1942.0,458.49,146.03,3,33.34
2025-10-01,1997.6,464.0,150.5,4,34.06
2025-10-02,1916.3,451.93,147.69,5,34.51
2025-10-03,1983.5,454.76,152.25,4,34.42
2025-10-04,1975.1,454.72,151.16,2,33.56
2025-10-05,2000.6,464.85,145.49,2,34.41
2025-10-06,1983.6,468.7,153.7,3,33.55
2025-10-07,1988.0,459.7,154.51,5,34.24
2025-10-08,1907.7,459.45,149.44,5,34.09
2025-10-09,2013.1,460.73,154.03,5,35.04
2025-10-10,1998.3,466.29,150.54,3,34.04
2025-10-11,1993.6,455.96,153.74,3,34.97
2025-10-12,1955.5,461.91,149.99,3,33.65
2025-10-13,2006.0,465.73,148.74,2,33.61
2025-10-14,2043.2,463.51,153.31,2,34.15
2025-10-15,1997.4,462.11,154.42,5,35.3
2025-10-16,2023.6,466.34,153.93,2,33.69
2025-10-17,1954.0,448.0,151.9,2,33.09
2025-10-18,2004.9,465.1,154.59,2,34.22
2025-10-19,1963.5,458.65,156.92,5,35.01
2025-10-20,2011.8,452.98,156.31,3,34.18
2025-10-21,2016.0,464.91,157.31,4,35.67
2025-10-22,1983.9,469.47,155.08,5,35.71
2025-10-23,1995.0,462.16,160.92,3,33.53
2025-10-24,2011.7,467.87,154.2,4,34.04
2025-10-25,2049.3,471.44,159.51,2,34.58
2025-10-26,2066.1,470.23,161.9,2,34.93
2025-10-27,2025.1,472.15,160.11,5,35.19
2025-10-28,1984.6,467.97,158.37,4,34.3
2025-10-29,2018.8,464.95,157.7,3,34.0
2025-10-30,2055.3,456.89,162.7,3,34.03
2025-10-31,1966.7,464.0,155.62,3,34.35
2025-11-01,1982.7,461.36,157.28,2,33.43
2025-11-02,2049.0,476.79,159.29,2,34.46
2025-11-03,2030.9,465.42,164.48,2,33.3
2025-11-04,2011.7,467.29,162.2,3,34.7
2025-11-05,2027.1,469.82,158.44,5,35.5
2025-11-06,2047.3,467.67,160.7,3,34.06
2025-11-07,2032.2,476.33,160.06,2,34.31
2025-11-08,2013.2,465.16,160.05,3,34.28
2025-11-09,2050.0,469.67,165.39,5,35.27
2025-11-10,2008.6,465.42,158.6,2,32.69
2025-11-11,2058.6,462.97,167.81,2,33.95
2025-11-12,2082.6,466.96,165.73,3,34.99
2025-11-13,2016.7,470.3,166.77,4,34.57
2025-11-14,1996.7,468.8,162.36,3,34.12
2025-11-15,2038.3,467.97,163.55,5,35.92
2025-11-16,1985.1,464.88,159.94,6,35.22
2025-11-17,2001.2,471.99,162.91,4,33.85
2025-11-18,1979.2,465.39,166.2,4,34.34
2025-11-19,2043.9,477.22,168.83,3,34.75
2025-11-20,2034.4,474.35,161.85,2,33.86
2025-11-21,2016.4,467.18,164.3,6,35.83
2025-11-22,2075.3,473.45,165.16,3,34.32
2025-11-23,2063.8,471.78,161.64,2,34.33
2025-11-24,2100.4,477.68,167.81,4,34.98
2025-11-25,2054.3,483.34,164.06,3,34.77
2025-11-26,2063.0,467.83,165.85,3,35.0
2025-11-27,2055.8,478.35,165.27,3,34.76
2025-11-28,2050.4,477.55,164.45,3,34.68
2025-11-29,2045.7,482.29,166.98,5,35.61
2025-11-30,1997.4,480.58,166.53,3,34.42
2025-12-01,2062.9,476.35,166.24,3,35.13
2025-12-02,2078.2,479.12,165.34,3,35.29
2025-12-03,2015.2,477.34,168.64,4,35.45
2025-12-04,2076.3,487.31,172.8,4,35.59
2025-12-05,2085.6,482.65,168.41,3,34.46
2025-12-06,2072.3,492.67,171.13,4,35.91
2025-12-07,2083.3,483.49,164.11,2,35.26
2025-12-08,2055.6,480.88,168.89,5,36.64
2025-12-09,2033.6,477.49,165.26,3,35.21
2025-12-10,2074.8,476.69,164.25,4,35.15
2025-12-11,2027.5,478.43,166.58,2,34.27
2025-12-12,2059.4,488.33,172.49,2,34.49
2025-12-13,2056.6,490.19,171.87,3,34.84
2025-12-14,2031.7,480.4,169.85,5,35.41
2025-12-15,2073.2,493.44,164.63,3,35.7
2025-12-16,2055.4,487.21,168.73,5,35.12
2025-12-17,2089.4,491.03,170.31,3,34.88
2025-12-18,2045.2,499.02,170.01,3,35.53
2025-12-19,2044.2,496.12,164.03,2,35.18
2025-12-20,2071.6,490.96,166.96,5,35.67
2025-12-21,2108.5,488.53,169.5,2,35.66
2025-12-22,2076.5,482.9,171.36,5,36.25
2025-12-23,2047.8,490.75,163.21,5,35.64
2025-12-24,2042.4,493.97,169.36,5,34.77
2025-12-25,2060.6,490.77,170.31,3,34.38
2025-12-26,2087.5,495.74,172.47,4,35.47
2025-12-27,2031.3,497.46,172.03,4,35.62
2025-12-28,2058.1,496.64,171.72,2,35.02
2025-12-29,2059.5,495.2,167.59,4,35.32
2025-12-30,2072.1,499.98,164.27,2,34.78
2025-12-31,2089.3,502.04,168.82,3,35.43
2026-01-01,2073.6,495.24,173.0,2,34.73
2026-01-02,2123.6,508.43,174.17,2,35.48
2026-01-03,2099.7,501.57,172.11,3,35.51
2026-01-04,2087.5,502.84,171.24,3,34.77
2026-01-05,2118.7,506.98,171.06,4,36.07
2026-01-06,2108.4,505.29,168.23,2,35.24
2026-01-07,2066.9,509.57,169.46,3,35.78
2026-01-08,2109.2,506.92,174.82,2,34.95
2026-01-09,2110.8,503.11,166.93,3,35.71
2026-01-10,2138.5,508.65,174.55,4,36.56
2026-01-11,2099.3,501.81,168.68,3,35.46
2026-01-12,2104.4,508.74,173.55,4,35.36
2026-01-13,2104.2,508.7,165.28,3,36.07
2026-01-14,2125.3,508.5,171.18,4,36.53
2026-01-15,2101.5,509.56,167.13,3,35.75
2026-01-16,2087.9,501.46,165.0,3,35.44
2026-01-17,2096.5,508.79,169.81,4,35.29
2026-01-18,2079.7,512.65,172.08,2,35.44
2026-01-19,2098.9,513.64,166.41,4,36.69
2026-01-20,2074.3,508.35,164.33,4,35.37
2026-01-21,2100.7,520.47,168.43,3,36.35
2026-01-22,2138.2,510.45,168.32,2,36.01
2026-01-23,2144.4,520.26,170.1,2,35.3
2026-01-24,2077.3,518.19,171.17,5,36.23
2026-01-25,2079.0,513.45,168.0,4,35.38
2026-01-26,2127.4,526.18,173.6,2,35.69
2026-01-27,2089.0,511.95,168.55,3,35.77
2026-01-28,2126.0,523.13,166.69,3,35.53
2026-01-29,2080.6,524.14,162.73,5,36.66
2026-01-30,2131.8,516.39,166.61,2,35.86
2026-01-31,2122.3,527.3,166.21,2,35.95
2026-02-01,2110.9,519.67,169.93,5,36.86
2026-02-02,2120.6,522.95,168.25,2,35.12
2026-02-03,2100.9,523.39,163.14,2,35.41
2026-02-04,2066.2,521.98,167.0,6,36.9
2026-02-05,2127.8,527.27,168.3,4,37.12
2026-02-06,2124.9,527.74,170.67,3,36.12
2026-02-07,2086.6,515.58,168.54,2,35.4
2026-02-08,2160.4,531.39,167.95,2,35.68
2026-02-09,2123.6,517.09,165.63,2,35.08
2026-02-10,2190.4,531.09,166.39,5,36.98
2026-02-11,2156.5,532.08,168.75,3,36.27
2026-02-12,2087.7,521.51,160.78,4,36.95
2026-02-13,2092.5,525.41,163.49,5,36.46
2026-02-14,2095.3,522.43,161.98,3,35.94
2026-02-15,2104.8,527.38,165.2,2,35.77
2026-02-16,2128.8,527.39,167.5,3,35.7
2026-02-17,2085.0,533.3,161.77,5,36.51
2026-02-18,2133.1,536.42,156.13,5,37.36
2026-02-19,2131.8,537.3,161.81,2,36.09
2026-02-20,2136.3,527.95,165.52,4,35.81
2026-02-21,2094.9,530.15,164.13,3,36.15
2026-02-22,2118.0,523.21,163.53,5,36.57
2026-02-23,2146.8,528.01,161.13,2,35.68
2026-02-24,2100.1,537.27,157.86,3,36.22
2026-02-25,2115.1,540.92,162.96,5,37.64
2026-02-26,2125.6,527.06,158.63,3,36.03
2026-02-27,2106.5,530.65,167.4,3,36.48
2026-02-28,2119.5,533.85,162.26,2,35.19
2026-03-01,2157.5,535.74,158.52,3,36.55
2026-03-02,2090.4,530.64,158.13,3,35.67
2026-03-03,2163.1,537.14,159.38,5,37.47
2026-03-04,2108.4,532.98,158.64,3,35.94
2026-03-05,2100.2,535.59,162.41,3,35.5
2026-03-06,2141.8,538.7,159.31,4,36.46
2026-03-07,2119.6,536.3,156.24,2,35.14
2026-03-08,2129.5,534.37,163.79,3,35.73
2026-03-09,2101.1,536.28,157.96,4,36.65
2026-03-10,2127.1,536.65,159.8,5,36.97
2026-03-11,2062.2,535.49,155.34,4,36.22
2026-03-12,2125.8,536.29,157.94,4,37.38
2026-03-13,2166.1,545.81,157.46,2,36.2
2026-03-14,2068.2,540.84,150.53,5,36.91
2026-03-15,2118.8,536.76,161.91,2,35.81
2026-03-16,2109.8,541.92,159.41,4,37.71
2026-03-17,2075.7,536.95,154.02,3,34.65
2026-03-18,2068.8,544.66,151.57,5,36.43
2026-03-19,2092.9,540.8,155.58,4,36.72
2026-03-20,2110.7,538.57,154.46,4,36.26
2026-03-21,2150.8,541.48,154.93,2,36.36
2026-03-22,2067.4,531.52,154.1,3,35.69
2026-03-23,2117.6,533.85,154.71,4,36.89
2026-03-24,2120.3,533.62,157.19,4,36.11
2026-03-25,2160.8,540.4,154.21,2,36.26
2026-03-26,2135.0,548.43,149.02,6,37.89
2026-03-27,2154.0,550.99,155.91,5,37.55
2026-03-28,2144.9,543.08,156.4,3,36.57
2026-03-29,2111.7,542.44,160.6,5,37.51
2026-03-30,2077.0,530.96,147.42,3,35.11
2026-03-31,2136.2,537.28,151.18,3,36.4
2026-04-01,2040.5,536.06,143.86,3,35.08
2026-04-02,2091.1,536.89,151.42,3,36.29
2026-04-03,2071.0,539.14,147.77,4,35.92
2026-04-04,2121.9,537.6,154.85,3,35.25
2026-04-05,2077.3,530.02,146.41,4,36.48
2026-04-06,2117.7,543.61,143.32,4,36.59
2026-04-07,2092.2,534.44,146.63,4,36.5
2026-04-08,2056.3,540.93,141.78,2,35.94
2026-04-09,2086.8,550.02,149.62,5,37.09
2026-04-10,2083.9,534.96,140.83,3,35.96
2026-04-11,2064.4,526.79,146.77,3,35.6
2026-04-12,2073.7,537.9,140.11,2,35.0
2026-04-13,2130.6,544.7,145.05,3,36.33
2026-04-14,2143.4,548.84,150.6,5,38.17
2026-04-15,2136.9,532.75,146.42,3,36.14
2026-04-16,2088.7,541.21,142.41,4,36.37
2026-04-17,2077.5,536.23,144.57,2,35.97
2026-04-18,2106.0,537.83,144.39,3,35.5
2026-04-19,2103.9,551.38,145.43,6,37.75
2026-04-20,2061.6,530.44,139.58,4,35.41
2026-04-21,2093.7,539.0,145.13,2,35.79
2026-04-22,2120.9,539.83,134.92,3,36.26
2026-04-23,2113.3,542.68,140.82,2,36.09
2026-04-24,2108.3,537.48,140.93,3,35.72
2026-04-25,2135.5,538.27,143.97,4,36.54
2026-04-26,2108.0,534.49,141.83,4,36.75
2026-04-27,2052.4,537.5,137.23,2,35.08
2026-04-28,2099.8,534.14,138.18,5,37.11
2026-04-29,2116.2,538.66,141.43,3,36.29
2026-04-30,2096.9,533.38,140.29,3,35.8
2026-05-01,2077.3,536.78,138.49,3,35.74
2026-05-02,2092.2,534.41,138.48,4,36.36
2026-05-03,2092.7,539.83,141.72,3,35.95
2026-05-04,2051.5,533.58,137.78,3,35.91
2026-05-05,2046.2,524.6,138.78,3,35.29
2026-05-06,2117.2,539.4,145.27,2,35.6
2026-05-07,2038.0,528.17,134.21,5,36.59
2026-05-08,2038.5,529.03,132.64,3,35.27
2026-05-09,2092.7,528.91,140.27,2,35.26
2026-05-10,2082.1,538.34,135.61,4,35.34
2026-05-11,2067.8,520.36,136.43,5,35.93
2026-05-12,2058.2,546.28,134.77,5,36.32
2026-05-13,2089.0,535.43,136.08,3,35.73
2026-05-14,2062.5,530.81,141.39,2,34.97
2026-05-15,2045.5,528.95,138.75,3,35.89
2026-05-16,2060.0,530.18,138.68,2,34.92
2026-05-17,2093.6,530.87,131.6,5,36.43
2026-05-18,2051.7,531.0,132.16,2,35.24
2026-05-19,2103.8,530.06,126.86,3,35.54
2026-05-20,2004.7,527.22,132.71,3,35.77
2026-05-21,2024.8,525.27,137.78,3,35.6
2026-05-22,2093.0,524.98,136.24,4,35.75
2026-05-23,2093.3,524.23,133.8,3,36.22
2026-05-24,2042.3,530.33,134.19,2,35.58
2026-05-25,2056.3,527.09,131.98,3,35.1
2026-05-26,2050.0,508.87,134.45,3,34.77
2026-05-27,2055.6,526.29,135.94,2,34.89
2026-05-28,2046.1,523.42,128.6,4,35.25
2026-05-29,2051.2,521.77,134.15,3,35.12
2026-05-30,2013.7,519.35,135.87,4,35.34
2026-05-31,2044.2,526.32,131.64,5,36.45
2026-06-01,2057.2,524.85,134.81,5,36.36
2026-06-02,2058.0,515.65,140.99,5,36.14
2026-06-03,2002.3,520.95,132.06,2,34.44
2026-06-04,2055.8,513.44,133.4,2,34.42
2026-06-05,2029.1,510.79,129.85,3,35.33
2026-06-06,2009.4,513.93,132.46,5,36.01
2026-06-07,2092.4,520.75,133.15,6,36.7
2026-06-08,2036.6,520.58,132.21,5,35.66
2026-06-09,2026.4,517.74,128.44,2,35.4
2026-06-10,2057.3,518.16,131.99,5,36.33
2026-06-11,2093.1,516.48,135.63,3,35.85
2026-06-12,2047.0,510.04,132.47,2,35.0
2026-06-13,2060.6,514.76,133.9,3,34.93
2026-06-14,2009.3,515.94,130.2,2,35.21
2026-06-15,2040.9,515.06,133.06,3,35.09
2026-06-16,2024.7,516.57,131.56,3,35.47
2026-06-17,2043.4,513.5,127.78,3,35.83
2026-06-18,2049.5,511.05,131.5,4,35.69
2026-06-19,2066.8,513.97,127.49,5,35.77
2026-06-20,1964.8,507.81,128.5,4,33.94
2026-06-21,2000.3,502.86,130.9,3,34.73
2026-06-22,2053.5,505.78,131.17,5,36.11
2026-06-23,1971.5,502.19,126.65,5,35.07
2026-06-24,2039.6,501.86,133.33,2,34.7
2026-06-25,2047.8,503.83,131.85,3,35.31
2026-06-26,2005.1,499.9,127.98,3,35.14
2026-06-27,1967.8,501.64,125.45,2,33.98
2026-06-28,1995.7,493.02,129.6,4,34.94
2026-06-29,2048.1,502.87,128.68,5,35.86
2026-06-30,2050.9,501.12,130.35,2,34.74
2026-07-01,2007.5,496.34,128.91,5,35.3
2026-07-02,1978.1,503.04,123.98,5,35.16
2026-07-03,2056.8,503.74,128.84,5,35.83
2026-07-04,2014.2,490.33,129.1,3,34.73
2026-07-05,1981.9,493.87,131.93,5,34.92
2026-07-06,2004.2,493.15,127.96,3,34.45
2026-07-07,2015.1,491.61,135.12,3,35.42
2026-07-08,1982.5,499.77,124.39,2,34.52
2026-07-09,2017.8,493.97,134.09,2,33.97
2026-07-10,2026.1,492.93,129.53,4,35.55
2026-07-11,1983.6,483.56,132.84,3,34.57
2026-07-12,2035.4,496.08,130.56,3,34.88
2026-07-13,1952.8,486.03,133.8,2,33.43
2026-07-14,2051.8,491.85,129.29,4,35.06
2026-07-15,1994.3,492.26,127.23,2,34.23
2026-07-16,2042.1,497.01,134.87,5,35.45
2026-07-17,1990.7,483.0,130.36,2,34.41
2026-07-18,1953.0,473.78,131.45,2,34.08
2026-07-19,2002.0,489.14,134.59,3,34.54
2026-07-20,1952.9,496.57,127.9,3,34.73
2026-07-21,2022.6,493.11,132.89,3,34.61
2026-07-22,1994.7,487.31,129.45,3,34.18
2026-07-23,1981.8,483.16,130.94,6,35.94
2026-07-24,2015.7,489.02,131.68,4,35.69
2026-07-25,1974.3,479.48,127.09,2,34.57
2026-07-26,2003.1,486.1,129.4,3,34.65
2026-07-27,2024.3,485.62,135.93,5,35.82
2026-07-28,1987.3,487.77,134.68,3,34.54
2026-07-29,1986.6,495.65,131.99,2,34.69
2026-07-30,1947.9,483.2,133.07,4,34.6
2026-07-31,1983.4,478.09,131.62,4,34.96
2026-08-01,2004.6,479.91,136.74,3,33.98
2026-08-02,1937.3,470.6,132.24,2,33.26
2026-08-03,2016.0,475.38,133.72,2,34.38
2026-08-04,1967.1,476.23,136.64,4,34.77
2026-08-05,1922.2,475.08,131.06,2,33.66
2026-08-06,2030.7,477.9,138.27,3,34.66
2026-08-07,1917.8,472.46,129.2,3,33.37
2026-08-08,2024.3,481.62,138.88,3,34.6
2026-08-09,1997.4,475.47,133.08,5,35.13
2026-08-10,1987.7,474.88,133.69,5,35.12
2026-08-11,1954.0,472.76,128.96,4,33.94
2026-08-12,1991.5,474.65,133.49,2,33.75
2026-08-13,2006.4,477.48,131.96,2,33.98
2026-08-14,1945.1,468.51,133.49,3,32.89
2026-08-15,1998.3,469.06,135.14,2,34.15
2026-08-16,2006.1,470.33,138.66,6,35.57
2026-08-17,1977.6,464.64,136.66,2,33.7
2026-08-18,1961.2,466.8,137.21,3,33.68
2026-08-19,1991.9,468.04,133.25,3,34.39
2026-08-20,1992.5,474.34,134.15,4,34.32
2026-08-21,1965.7,470.83,142.45,2,33.32
2026-08-22,1966.1,470.04,135.11,3,34.23
2026-08-23,2014.9,472.9,142.55,3,34.56
2026-08-24,1978.4,467.53,137.13,5,34.33
2026-08-25,2008.1,469.76,138.14,2,34.54
2026-08-26,1975.0,466.89,141.62,5,34.5
2026-08-27,1962.5,468.34,142.51,5,34.67
2026-08-28,2027.7,463.71,138.64,3,35.08
2026-08-29,1915.3,454.06,138.1,4,32.91
2026-08-30,1964.1,465.22,139.39,2,32.81
2026-08-31,1997.7,472.65,140.87,6,35.65
